Configuration,Fingerprint,Spearman_r_s,p_value,r_squared_pct,n_pairs
z0,AVALON,0.09577812352374912,1.1492740067677093e-11,0.9173448945730545,5000
z0,ECFP4,0.04262857061363562,0.0025705391440749956,0.18171950325617184,5000
z0,MACCS,0.06507531651139617,4.119687780276875e-06,0.4234796819058391,5000
